model,benchmark,effort,budget,acc,mean_tokens_used,cost_per_task_usd,full_run_acc,n_samples
deepseek-reasoner,gpqa,default,8192,0.596,4759.0,0.010558,0.8485,198
deepseek-reasoner,gpqa,default,16384,0.702,7076.0,0.015632,0.8485,198
deepseek-reasoner,gpqa,default,32768,0.8182,9490.0,0.020918,0.8485,198
deepseek-reasoner,gpqa,default,65536,0.8485,10509.0,0.02315,0.8485,198
deepseek-reasoner,gpqa,default,131072,0.8485,10509.0,0.02315,0.8485,198
deepseek-v4-pro,aime,high,64,0.0,64.0,0.00073,0.9556,45
deepseek-v4-pro,aime,high,128,0.0,128.0,0.001038,0.9556,45
deepseek-v4-pro,aime,high,256,0.0,256.0,0.001652,0.9556,45
deepseek-v4-pro,aime,high,512,0.0,512.0,0.002881,0.9556,45
deepseek-v4-pro,aime,high,1024,0.0,1024.0,0.005338,0.9556,45
deepseek-v4-pro,aime,high,2048,0.1333,1979.6,0.009925,0.9556,45
deepseek-v4-pro,aime,high,4096,0.3111,3544.4,0.017436,0.9556,45
deepseek-v4-pro,aime,high,8192,0.4222,6060.1,0.029511,0.9556,45
deepseek-v4-pro,aime,high,16384,0.6222,9969.3,0.048276,0.9556,45
deepseek-v4-pro,aime,high,32768,0.7556,14573.0,0.070373,0.9556,45
deepseek-v4-pro,aime,high,65536,0.8889,19932.1,0.096097,0.9556,45
deepseek-v4-pro,aime,high,131072,0.9556,24785.2,0.119392,0.9556,45
deepseek-v4-pro,aime,none,64,0.0,64.0,0.00073,0.4667,45
deepseek-v4-pro,aime,none,128,0.0,128.0,0.001038,0.4667,45
deepseek-v4-pro,aime,none,256,0.0,256.0,0.001652,0.4667,45
deepseek-v4-pro,aime,none,512,0.0222,511.3,0.002877,0.4667,45
deepseek-v4-pro,aime,none,1024,0.2222,940.7,0.004939,0.4667,45
deepseek-v4-pro,aime,none,2048,0.3556,1419.5,0.007237,0.4667,45
deepseek-v4-pro,aime,none,4096,0.4444,1796.1,0.009044,0.4667,45
deepseek-v4-pro,aime,none,8192,0.4444,1971.2,0.009885,0.4667,45
deepseek-v4-pro,aime,none,16384,0.4667,2067.5,0.010347,0.4667,45
deepseek-v4-pro,aime,none,32768,0.4667,2067.5,0.010347,0.4667,45
deepseek-v4-pro,aime,none,65536,0.4667,2067.5,0.010347,0.4667,45
deepseek-v4-pro,aime,none,131072,0.4667,2067.5,0.010347,0.4667,45
deepseek-v4-pro,chess,high,64,0.0,64.0,0.000637,0.13,100
deepseek-v4-pro,chess,high,128,0.0,128.0,0.000944,0.13,100
deepseek-v4-pro,chess,high,256,0.0,256.0,0.001558,0.13,100
deepseek-v4-pro,chess,high,512,0.0,512.0,0.002787,0.13,100
deepseek-v4-pro,chess,high,1024,0.0,1024.0,0.005245,0.13,100
deepseek-v4-pro,chess,high,2048,0.0,2048.0,0.01016,0.13,100
deepseek-v4-pro,chess,high,4096,0.0,4096.0,0.01999,0.13,100
deepseek-v4-pro,chess,high,8192,0.0,8192.0,0.039651,0.13,100
deepseek-v4-pro,chess,high,16384,0.01,16328.2,0.078705,0.13,100
deepseek-v4-pro,chess,high,32768,0.01,31468.4,0.151378,0.13,100
deepseek-v4-pro,chess,high,65536,0.1,47813.8,0.229836,0.13,100
deepseek-v4-pro,chess,high,131072,0.13,54652.0,0.262659,0.13,100
deepseek-v4-pro,chess,none,64,0.0,64.0,0.000637,0.07,100
deepseek-v4-pro,chess,none,128,0.0,128.0,0.000944,0.07,100
deepseek-v4-pro,chess,none,256,0.0,256.0,0.001558,0.07,100
deepseek-v4-pro,chess,none,512,0.04,483.5,0.00265,0.07,100
deepseek-v4-pro,chess,none,1024,0.07,574.4,0.003087,0.07,100
deepseek-v4-pro,chess,none,2048,0.07,596.5,0.003193,0.07,100
deepseek-v4-pro,chess,none,4096,0.07,598.5,0.003203,0.07,100
deepseek-v4-pro,chess,none,8192,0.07,598.5,0.003203,0.07,100
deepseek-v4-pro,chess,none,16384,0.07,598.5,0.003203,0.07,100
deepseek-v4-pro,chess,none,32768,0.07,598.5,0.003203,0.07,100
deepseek-v4-pro,chess,none,65536,0.07,598.5,0.003203,0.07,100
deepseek-v4-pro,chess,none,131072,0.07,598.5,0.003203,0.07,100
deepseek-v4-pro,gpqa,high,64,0.0,64.0,0.000875,0.9091,198
deepseek-v4-pro,gpqa,high,128,0.0,128.0,0.001182,0.9091,198
deepseek-v4-pro,gpqa,high,256,0.0,256.0,0.001797,0.9091,198
deepseek-v4-pro,gpqa,high,512,0.0455,506.3,0.002998,0.9091,198
deepseek-v4-pro,gpqa,high,1024,0.2424,948.9,0.005123,0.9091,198
deepseek-v4-pro,gpqa,high,2048,0.404,1616.9,0.008329,0.9091,198
deepseek-v4-pro,gpqa,high,4096,0.5404,2654.4,0.013309,0.9091,198
deepseek-v4-pro,gpqa,high,8192,0.6768,4153.8,0.020506,0.9091,198
deepseek-v4-pro,gpqa,high,16384,0.7626,6182.6,0.030244,0.9091,198
deepseek-v4-pro,gpqa,high,32768,0.8283,9030.2,0.043913,0.9091,198
deepseek-v4-pro,gpqa,high,65536,0.8939,11703.8,0.056746,0.9091,198
deepseek-v4-pro,gpqa,high,131072,0.9091,13012.4,0.063027,0.9091,198
deepseek-v4-pro,gpqa,none,64,0.0,64.0,0.000899,0.7323,198
deepseek-v4-pro,gpqa,none,128,0.0202,127.6,0.001204,0.7323,198
deepseek-v4-pro,gpqa,none,256,0.1717,239.9,0.001743,0.7323,198
deepseek-v4-pro,gpqa,none,512,0.5455,367.6,0.002356,0.7323,198
deepseek-v4-pro,gpqa,none,1024,0.7222,415.2,0.002585,0.7323,198
deepseek-v4-pro,gpqa,none,2048,0.7273,425.2,0.002632,0.7323,198
deepseek-v4-pro,gpqa,none,4096,0.7273,435.5,0.002682,0.7323,198
deepseek-v4-pro,gpqa,none,8192,0.7323,442.3,0.002715,0.7323,198
deepseek-v4-pro,gpqa,none,16384,0.7323,442.3,0.002715,0.7323,198
deepseek-v4-pro,gpqa,none,32768,0.7323,442.3,0.002715,0.7323,198
deepseek-v4-pro,gpqa,none,65536,0.7323,442.3,0.002715,0.7323,198
deepseek-v4-pro,gpqa,none,131072,0.7323,442.3,0.002715,0.7323,198
gemini-3-flash-preview,aime,default,64,0.0,64.0,0.000284,0.9278,360
gemini-3-flash-preview,aime,default,128,0.0,128.0,0.000476,0.9278,360
gemini-3-flash-preview,aime,default,256,0.0,256.0,0.00086,0.9278,360
gemini-3-flash-preview,aime,default,512,0.0,512.0,0.001628,0.9278,360
gemini-3-flash-preview,aime,default,1024,0.0,1024.0,0.003164,0.9278,360
gemini-3-flash-preview,aime,default,2048,0.0,2048.0,0.006236,0.9278,360
gemini-3-flash-preview,aime,default,4096,0.0,4096.0,0.01238,0.9278,360
gemini-3-flash-preview,aime,default,8192,0.0139,8181.0,0.024634,0.9278,360
gemini-3-flash-preview,aime,default,16384,0.2722,15593.0,0.04687,0.9278,360
gemini-3-flash-preview,aime,default,32768,0.825,21557.0,0.064764,0.9278,360
gemini-3-flash-preview,aime,default,65536,0.9278,22926.0,0.068869,0.9278,360
gemini-3-flash-preview,aime,default,131072,0.9278,22926.0,0.068869,0.9278,360
gemini-3-flash-preview,aime,high,64,0.0,64.0,0.000284,0.9556,45
gemini-3-flash-preview,aime,high,128,0.0,128.0,0.000476,0.9556,45
gemini-3-flash-preview,aime,high,256,0.0,256.0,0.00086,0.9556,45
gemini-3-flash-preview,aime,high,512,0.0,512.0,0.001628,0.9556,45
gemini-3-flash-preview,aime,high,1024,0.0,1024.0,0.003164,0.9556,45
gemini-3-flash-preview,aime,high,2048,0.0,2048.0,0.006236,0.9556,45
gemini-3-flash-preview,aime,high,4096,0.0,4096.0,0.01238,0.9556,45
gemini-3-flash-preview,aime,high,8192,0.0,8192.0,0.024668,0.9556,45
gemini-3-flash-preview,aime,high,16384,0.2889,15521.2,0.046656,0.9556,45
gemini-3-flash-preview,aime,high,32768,0.8222,21259.1,0.063869,0.9556,45
gemini-3-flash-preview,aime,high,65536,0.9556,22557.7,0.067765,0.9556,45
gemini-3-flash-preview,aime,high,131072,0.9556,22557.7,0.067765,0.9556,45
gemini-3-flash-preview,aime,minimal,64,0.0,64.0,0.000284,0.6889,45
gemini-3-flash-preview,aime,minimal,128,0.0,128.0,0.000476,0.6889,45
gemini-3-flash-preview,aime,minimal,256,0.0,256.0,0.00086,0.6889,45
gemini-3-flash-preview,aime,minimal,512,0.0,512.0,0.001628,0.6889,45
gemini-3-flash-preview,aime,minimal,1024,0.3111,958.0,0.002965,0.6889,45
gemini-3-flash-preview,aime,minimal,2048,0.6222,1260.0,0.003873,0.6889,45
gemini-3-flash-preview,aime,minimal,4096,0.6889,1372.0,0.004207,0.6889,45
gemini-3-flash-preview,aime,minimal,8192,0.6889,1463.0,0.00448,0.6889,45
gemini-3-flash-preview,aime,minimal,16384,0.6889,1645.0,0.005026,0.6889,45
gemini-3-flash-preview,aime,minimal,32768,0.6889,2009.0,0.006118,0.6889,45
gemini-3-flash-preview,aime,minimal,65536,0.6889,2280.0,0.006931,0.6889,45
gemini-3-flash-preview,aime,minimal,131072,0.6889,2280.0,0.006931,0.6889,45
gemini-3-flash-preview,chess,default,64,0.0,64.0,0.000261,0.38,100
gemini-3-flash-preview,chess,default,128,0.0,128.0,0.000453,0.38,100
gemini-3-flash-preview,chess,default,256,0.0,256.0,0.000837,0.38,100
gemini-3-flash-preview,chess,default,512,0.0,512.0,0.001605,0.38,100
gemini-3-flash-preview,chess,default,1024,0.0,1024.0,0.003141,0.38,100
gemini-3-flash-preview,chess,default,2048,0.0,2048.0,0.006213,0.38,100
gemini-3-flash-preview,chess,default,4096,0.0,4096.0,0.012357,0.38,100
gemini-3-flash-preview,chess,default,8192,0.0,8192.0,0.024645,0.38,100
gemini-3-flash-preview,chess,default,16384,0.13,15843.0,0.047597,0.38,100
gemini-3-flash-preview,chess,default,32768,0.37,19145.0,0.057502,0.38,100
gemini-3-flash-preview,chess,default,65536,0.38,19145.0,0.057504,0.38,100
gemini-3-flash-preview,chess,default,131072,0.38,19145.0,0.057504,0.38,100
gemini-3-flash-preview,chess,high,64,0.0,64.0,0.000261,0.4,100
gemini-3-flash-preview,chess,high,128,0.0,128.0,0.000453,0.4,100
gemini-3-flash-preview,chess,high,256,0.0,256.0,0.000837,0.4,100
gemini-3-flash-preview,chess,high,512,0.0,512.0,0.001605,0.4,100
gemini-3-flash-preview,chess,high,1024,0.0,1024.0,0.003141,0.4,100
gemini-3-flash-preview,chess,high,2048,0.0,2048.0,0.006213,0.4,100
gemini-3-flash-preview,chess,high,4096,0.0,4096.0,0.012357,0.4,100
gemini-3-flash-preview,chess,high,8192,0.0,8192.0,0.024645,0.4,100
gemini-3-flash-preview,chess,high,16384,0.14,15957.4,0.047941,0.4,100
gemini-3-flash-preview,chess,high,32768,0.4,18810.7,0.056501,0.4,100
gemini-3-flash-preview,chess,high,65536,0.4,18810.7,0.056501,0.4,100
gemini-3-flash-preview,chess,high,131072,0.4,18810.7,0.056501,0.4,100
gemini-3-flash-preview,chess,minimal,64,0.0,64.0,0.000261,0.36,100
gemini-3-flash-preview,chess,minimal,128,0.0,128.0,0.000453,0.36,100
gemini-3-flash-preview,chess,minimal,256,0.0,256.0,0.000837,0.36,100
gemini-3-flash-preview,chess,minimal,512,0.32,423.0,0.001338,0.36,100
gemini-3-flash-preview,chess,minimal,1024,0.36,431.0,0.001362,0.36,100
gemini-3-flash-preview,chess,minimal,2048,0.36,431.0,0.001362,0.36,100
gemini-3-flash-preview,chess,minimal,4096,0.36,431.0,0.001362,0.36,100
gemini-3-flash-preview,chess,minimal,8192,0.36,431.0,0.001362,0.36,100
gemini-3-flash-preview,chess,minimal,16384,0.36,431.0,0.001362,0.36,100
gemini-3-flash-preview,chess,minimal,32768,0.36,431.0,0.001362,0.36,100
gemini-3-flash-preview,chess,minimal,65536,0.36,431.0,0.001362,0.36,100
gemini-3-flash-preview,chess,minimal,131072,0.36,431.0,0.001362,0.36,100
gemini-3-flash-preview,gpqa,default,64,0.0,64.0,0.000319,0.8321,1584
gemini-3-flash-preview,gpqa,default,128,0.0,128.0,0.000511,0.8321,1584
gemini-3-flash-preview,gpqa,default,256,0.0,256.0,0.000895,0.8321,1584
gemini-3-flash-preview,gpqa,default,512,0.0,512.0,0.001663,0.8321,1584
gemini-3-flash-preview,gpqa,default,1024,0.0006,1024.0,0.003199,0.8321,1584
gemini-3-flash-preview,gpqa,default,2048,0.0107,2044.0,0.00626,0.8321,1584
gemini-3-flash-preview,gpqa,default,4096,0.072,4001.0,0.012129,0.8321,1584
gemini-3-flash-preview,gpqa,default,8192,0.1799,7566.0,0.022824,0.8321,1584
gemini-3-flash-preview,gpqa,default,16384,0.5473,12541.0,0.037751,0.8321,1584
gemini-3-flash-preview,gpqa,default,32768,0.8289,14400.0,0.043328,0.8321,1584
gemini-3-flash-preview,gpqa,default,65536,0.8321,14440.0,0.043447,0.8321,1584
gemini-3-flash-preview,gpqa,default,131072,0.8321,14440.0,0.043447,0.8321,1584
gemini-3-flash-preview,gpqa,high,64,0.0,64.0,0.000319,0.8939,198
gemini-3-flash-preview,gpqa,high,128,0.0,128.0,0.000511,0.8939,198
gemini-3-flash-preview,gpqa,high,256,0.0,256.0,0.000895,0.8939,198
gemini-3-flash-preview,gpqa,high,512,0.0,512.0,0.001663,0.8939,198
gemini-3-flash-preview,gpqa,high,1024,0.0,1024.0,0.003199,0.8939,198
gemini-3-flash-preview,gpqa,high,2048,0.0101,2042.0,0.006252,0.8939,198
gemini-3-flash-preview,gpqa,high,4096,0.0707,3996.9,0.012117,0.8939,198
gemini-3-flash-preview,gpqa,high,8192,0.1465,7629.6,0.023015,0.8939,198
gemini-3-flash-preview,gpqa,high,16384,0.5657,12863.1,0.038716,0.8939,198
gemini-3-flash-preview,gpqa,high,32768,0.8838,15063.1,0.045316,0.8939,198
gemini-3-flash-preview,gpqa,high,65536,0.8939,15181.2,0.04567,0.8939,198
gemini-3-flash-preview,gpqa,high,131072,0.8939,15181.2,0.04567,0.8939,198
gemini-3-flash-preview,gpqa,minimal,64,0.0,64.0,0.000319,0.8485,198
gemini-3-flash-preview,gpqa,minimal,128,0.0,128.0,0.000511,0.8485,198
gemini-3-flash-preview,gpqa,minimal,256,0.0,256.0,0.000895,0.8485,198
gemini-3-flash-preview,gpqa,minimal,512,0.1667,496.0,0.001615,0.8485,198
gemini-3-flash-preview,gpqa,minimal,1024,0.8182,666.0,0.002124,0.8485,198
gemini-3-flash-preview,gpqa,minimal,2048,0.8485,683.0,0.002176,0.8485,198
gemini-3-flash-preview,gpqa,minimal,4096,0.8485,694.0,0.002208,0.8485,198
gemini-3-flash-preview,gpqa,minimal,8192,0.8485,698.0,0.002221,0.8485,198
gemini-3-flash-preview,gpqa,minimal,16384,0.8485,698.0,0.002221,0.8485,198
gemini-3-flash-preview,gpqa,minimal,32768,0.8485,698.0,0.002221,0.8485,198
gemini-3-flash-preview,gpqa,minimal,65536,0.8485,698.0,0.002221,0.8485,198
gemini-3-flash-preview,gpqa,minimal,131072,0.8485,698.0,0.002221,0.8485,198
gemini-3.1-flash-lite,aime,high,64,0.0,64.0,0.000142,0.8,45
gemini-3.1-flash-lite,aime,high,128,0.0,128.0,0.000238,0.8,45
gemini-3.1-flash-lite,aime,high,256,0.0,256.0,0.00043,0.8,45
gemini-3.1-flash-lite,aime,high,512,0.0,512.0,0.000814,0.8,45
gemini-3.1-flash-lite,aime,high,1024,0.0,1024.0,0.001582,0.8,45
gemini-3.1-flash-lite,aime,high,2048,0.0,2048.0,0.003118,0.8,45
gemini-3.1-flash-lite,aime,high,4096,0.0,4096.0,0.00619,0.8,45
gemini-3.1-flash-lite,aime,high,8192,0.0222,8165.6,0.012294,0.8,45
gemini-3.1-flash-lite,aime,high,16384,0.4222,14878.6,0.022364,0.8,45
gemini-3.1-flash-lite,aime,high,32768,0.8,18539.4,0.027855,0.8,45
gemini-3.1-flash-lite,aime,high,65536,0.8,18543.0,0.02786,0.8,45
gemini-3.1-flash-lite,aime,high,131072,0.8,18543.0,0.02786,0.8,45
gemini-3.1-flash-lite,aime,low,64,0.0,64.0,0.000142,0.4444,45
gemini-3.1-flash-lite,aime,low,128,0.0,128.0,0.000238,0.4444,45
gemini-3.1-flash-lite,aime,low,256,0.0,256.0,0.00043,0.4444,45
gemini-3.1-flash-lite,aime,low,512,0.0,512.0,0.000814,0.4444,45
gemini-3.1-flash-lite,aime,low,1024,0.1111,1000.1,0.001546,0.4444,45
gemini-3.1-flash-lite,aime,low,2048,0.4222,1444.4,0.002213,0.4444,45
gemini-3.1-flash-lite,aime,low,4096,0.4444,1479.5,0.002265,0.4444,45
gemini-3.1-flash-lite,aime,low,8192,0.4444,1479.5,0.002265,0.4444,45
gemini-3.1-flash-lite,aime,low,16384,0.4444,1479.5,0.002265,0.4444,45
gemini-3.1-flash-lite,aime,low,32768,0.4444,1479.5,0.002265,0.4444,45
gemini-3.1-flash-lite,aime,low,65536,0.4444,1479.5,0.002265,0.4444,45
gemini-3.1-flash-lite,aime,low,131072,0.4444,1479.5,0.002265,0.4444,45
gemini-3.1-flash-lite,aime,minimal,64,0.0,64.0,0.000142,0.3778,45
gemini-3.1-flash-lite,aime,minimal,128,0.0,128.0,0.000238,0.3778,45
gemini-3.1-flash-lite,aime,minimal,256,0.0,256.0,0.00043,0.3778,45
gemini-3.1-flash-lite,aime,minimal,512,0.0,512.0,0.000814,0.3778,45
gemini-3.1-flash-lite,aime,minimal,1024,0.2889,931.9,0.001444,0.3778,45
gemini-3.1-flash-lite,aime,minimal,2048,0.3778,1053.2,0.001626,0.3778,45
gemini-3.1-flash-lite,aime,minimal,4096,0.3778,1054.8,0.001628,0.3778,45
gemini-3.1-flash-lite,aime,minimal,8192,0.3778,1054.8,0.001628,0.3778,45
gemini-3.1-flash-lite,aime,minimal,16384,0.3778,1054.8,0.001628,0.3778,45
gemini-3.1-flash-lite,aime,minimal,32768,0.3778,1054.8,0.001628,0.3778,45
gemini-3.1-flash-lite,aime,minimal,65536,0.3778,1054.8,0.001628,0.3778,45
gemini-3.1-flash-lite,aime,minimal,131072,0.3778,1054.8,0.001628,0.3778,45
gemini-3.1-flash-lite,chess,high,64,0.0,64.0,0.00013,0.2,100
gemini-3.1-flash-lite,chess,high,128,0.0,128.0,0.000226,0.2,100
gemini-3.1-flash-lite,chess,high,256,0.0,256.0,0.000418,0.2,100
gemini-3.1-flash-lite,chess,high,512,0.0,512.0,0.000802,0.2,100
gemini-3.1-flash-lite,chess,high,1024,0.0,1024.0,0.00157,0.2,100
gemini-3.1-flash-lite,chess,high,2048,0.0,2048.0,0.003106,0.2,100
gemini-3.1-flash-lite,chess,high,4096,0.0,4096.0,0.006178,0.2,100
gemini-3.1-flash-lite,chess,high,8192,0.07,8007.9,0.012046,0.2,100
gemini-3.1-flash-lite,chess,high,16384,0.17,11916.6,0.017909,0.2,100
gemini-3.1-flash-lite,chess,high,32768,0.2,12327.0,0.018525,0.2,100
gemini-3.1-flash-lite,chess,high,65536,0.2,12327.0,0.018525,0.2,100
gemini-3.1-flash-lite,chess,high,131072,0.2,12327.0,0.018525,0.2,100
gemini-3.1-flash-lite,chess,low,64,0.0,64.0,0.00013,0.25,100
gemini-3.1-flash-lite,chess,low,128,0.0,128.0,0.000226,0.25,100
gemini-3.1-flash-lite,chess,low,256,0.0,256.0,0.000418,0.25,100
gemini-3.1-flash-lite,chess,low,512,0.04,506.5,0.000794,0.25,100
gemini-3.1-flash-lite,chess,low,1024,0.25,637.6,0.000991,0.25,100
gemini-3.1-flash-lite,chess,low,2048,0.25,639.1,0.000993,0.25,100
gemini-3.1-flash-lite,chess,low,4096,0.25,639.1,0.000993,0.25,100
gemini-3.1-flash-lite,chess,low,8192,0.25,639.1,0.000993,0.25,100
gemini-3.1-flash-lite,chess,low,16384,0.25,639.1,0.000993,0.25,100
gemini-3.1-flash-lite,chess,low,32768,0.25,639.1,0.000993,0.25,100
gemini-3.1-flash-lite,chess,low,65536,0.25,639.1,0.000993,0.25,100
gemini-3.1-flash-lite,chess,low,131072,0.25,639.1,0.000993,0.25,100
gemini-3.1-flash-lite,chess,minimal,64,0.0,64.0,0.00013,0.24,100
gemini-3.1-flash-lite,chess,minimal,128,0.0,128.0,0.000226,0.24,100
gemini-3.1-flash-lite,chess,minimal,256,0.0,255.5,0.000418,0.24,100
gemini-3.1-flash-lite,chess,minimal,512,0.18,455.9,0.000718,0.24,100
gemini-3.1-flash-lite,chess,minimal,1024,0.24,470.4,0.00074,0.24,100
gemini-3.1-flash-lite,chess,minimal,2048,0.24,470.4,0.00074,0.24,100
gemini-3.1-flash-lite,chess,minimal,4096,0.24,470.4,0.00074,0.24,100
gemini-3.1-flash-lite,chess,minimal,8192,0.24,470.4,0.00074,0.24,100
gemini-3.1-flash-lite,chess,minimal,16384,0.24,470.4,0.00074,0.24,100
gemini-3.1-flash-lite,chess,minimal,32768,0.24,470.4,0.00074,0.24,100
gemini-3.1-flash-lite,chess,minimal,65536,0.24,470.4,0.00074,0.24,100
gemini-3.1-flash-lite,chess,minimal,131072,0.24,470.4,0.00074,0.24,100
gemini-3.1-flash-lite,gpqa,high,64,0.0,64.0,0.000159,0.8182,198
gemini-3.1-flash-lite,gpqa,high,128,0.0,128.0,0.000255,0.8182,198
gemini-3.1-flash-lite,gpqa,high,256,0.0,256.0,0.000447,0.8182,198
gemini-3.1-flash-lite,gpqa,high,512,0.0,512.0,0.000831,0.8182,198
gemini-3.1-flash-lite,gpqa,high,1024,0.0101,1022.4,0.001597,0.8182,198
gemini-3.1-flash-lite,gpqa,high,2048,0.0859,2002.1,0.003066,0.8182,198
gemini-3.1-flash-lite,gpqa,high,4096,0.298,3632.7,0.005512,0.8182,198
gemini-3.1-flash-lite,gpqa,high,8192,0.5253,5881.9,0.008886,0.8182,198
gemini-3.1-flash-lite,gpqa,high,16384,0.7475,8049.7,0.012138,0.8182,198
gemini-3.1-flash-lite,gpqa,high,32768,0.8182,8331.0,0.01256,0.8182,198
gemini-3.1-flash-lite,gpqa,high,65536,0.8182,8331.0,0.01256,0.8182,198
gemini-3.1-flash-lite,gpqa,high,131072,0.8182,8331.0,0.01256,0.8182,198
gemini-3.1-flash-lite,gpqa,low,64,0.0,64.0,0.000159,0.7424,198
gemini-3.1-flash-lite,gpqa,low,128,0.0,128.0,0.000255,0.7424,198
gemini-3.1-flash-lite,gpqa,low,256,0.0,256.0,0.000447,0.7424,198
gemini-3.1-flash-lite,gpqa,low,512,0.0354,509.2,0.000827,0.7424,198
gemini-3.1-flash-lite,gpqa,low,1024,0.601,829.7,0.001308,0.7424,198
gemini-3.1-flash-lite,gpqa,low,2048,0.7374,878.3,0.001381,0.7424,198
gemini-3.1-flash-lite,gpqa,low,4096,0.7424,889.6,0.001398,0.7424,198
gemini-3.1-flash-lite,gpqa,low,8192,0.7424,910.3,0.001429,0.7424,198
gemini-3.1-flash-lite,gpqa,low,16384,0.7424,951.7,0.001491,0.7424,198
gemini-3.1-flash-lite,gpqa,low,32768,0.7424,972.4,0.001522,0.7424,198
gemini-3.1-flash-lite,gpqa,low,65536,0.7424,972.4,0.001522,0.7424,198
gemini-3.1-flash-lite,gpqa,low,131072,0.7424,972.4,0.001522,0.7424,198
gemini-3.1-flash-lite,gpqa,minimal,64,0.0,64.0,0.000159,0.7374,198
gemini-3.1-flash-lite,gpqa,minimal,128,0.0,128.0,0.000255,0.7374,198
gemini-3.1-flash-lite,gpqa,minimal,256,0.0,256.0,0.000447,0.7374,198
gemini-3.1-flash-lite,gpqa,minimal,512,0.197,493.6,0.000804,0.7374,198
gemini-3.1-flash-lite,gpqa,minimal,1024,0.7323,629.6,0.001008,0.7374,198
gemini-3.1-flash-lite,gpqa,minimal,2048,0.7374,634.8,0.001016,0.7374,198
gemini-3.1-flash-lite,gpqa,minimal,4096,0.7374,634.8,0.001016,0.7374,198
gemini-3.1-flash-lite,gpqa,minimal,8192,0.7374,634.8,0.001016,0.7374,198
gemini-3.1-flash-lite,gpqa,minimal,16384,0.7374,634.8,0.001016,0.7374,198
gemini-3.1-flash-lite,gpqa,minimal,32768,0.7374,634.8,0.001016,0.7374,198
gemini-3.1-flash-lite,gpqa,minimal,65536,0.7374,634.8,0.001016,0.7374,198
gemini-3.1-flash-lite,gpqa,minimal,131072,0.7374,634.8,0.001016,0.7374,198
gemini-3.1-pro-preview,aime,default,64,0.0,64.0,0.00111,1.0,337
gemini-3.1-pro-preview,aime,default,128,0.0,128.0,0.001878,1.0,337
gemini-3.1-pro-preview,aime,default,256,0.0,256.0,0.003414,1.0,337
gemini-3.1-pro-preview,aime,default,512,0.0,512.0,0.006486,1.0,337
gemini-3.1-pro-preview,aime,default,1024,0.0,1024.0,0.01263,1.0,337
gemini-3.1-pro-preview,aime,default,2048,0.0,2048.0,0.024918,1.0,337
gemini-3.1-pro-preview,aime,default,4096,0.1395,3981.0,0.048114,1.0,337
gemini-3.1-pro-preview,aime,default,8192,0.3412,7073.0,0.085218,1.0,337
gemini-3.1-pro-preview,aime,default,16384,0.6914,10890.0,0.131018,1.0,337
gemini-3.1-pro-preview,aime,default,32768,0.997,12762.0,0.153481,1.0,337
gemini-3.1-pro-preview,aime,default,65536,1.0,12762.0,0.153492,1.0,337
gemini-3.1-pro-preview,aime,default,131072,1.0,12762.0,0.153492,1.0,337
gemini-3.1-pro-preview,aime,high,64,0.0,64.0,0.001136,0.9556,45
gemini-3.1-pro-preview,aime,high,128,0.0,128.0,0.001904,0.9556,45
gemini-3.1-pro-preview,aime,high,256,0.0,256.0,0.00344,0.9556,45
gemini-3.1-pro-preview,aime,high,512,0.0,512.0,0.006512,0.9556,45
gemini-3.1-pro-preview,aime,high,1024,0.0,1024.0,0.012656,0.9556,45
gemini-3.1-pro-preview,aime,high,2048,0.0,2048.0,0.024944,0.9556,45
gemini-3.1-pro-preview,aime,high,4096,0.1333,3969.7,0.048004,0.9556,45
gemini-3.1-pro-preview,aime,high,8192,0.3556,7190.9,0.086659,0.9556,45
gemini-3.1-pro-preview,aime,high,16384,0.6444,11047.9,0.132943,0.9556,45
gemini-3.1-pro-preview,aime,high,32768,0.9556,13791.7,0.165869,0.9556,45
gemini-3.1-pro-preview,aime,high,65536,0.9556,14031.8,0.16875,0.9556,45
gemini-3.1-pro-preview,aime,high,131072,0.9556,14031.8,0.16875,0.9556,45
gemini-3.1-pro-preview,aime,low,64,0.0,64.0,0.001136,0.8667,45
gemini-3.1-pro-preview,aime,low,128,0.0,128.0,0.001904,0.8667,45
gemini-3.1-pro-preview,aime,low,256,0.0,256.0,0.00344,0.8667,45
gemini-3.1-pro-preview,aime,low,512,0.0,512.0,0.006512,0.8667,45
gemini-3.1-pro-preview,aime,low,1024,0.0,1024.0,0.012656,0.8667,45
gemini-3.1-pro-preview,aime,low,2048,0.2,1963.0,0.023921,0.8667,45
gemini-3.1-pro-preview,aime,low,4096,0.6222,3028.0,0.036702,0.8667,45
gemini-3.1-pro-preview,aime,low,8192,0.8222,3683.0,0.044563,0.8667,45
gemini-3.1-pro-preview,aime,low,16384,0.8667,3785.0,0.045791,0.8667,45
gemini-3.1-pro-preview,aime,low,32768,0.8667,3785.0,0.045791,0.8667,45
gemini-3.1-pro-preview,aime,low,65536,0.8667,3785.0,0.045791,0.8667,45
gemini-3.1-pro-preview,aime,low,131072,0.8667,3785.0,0.045791,0.8667,45
gemini-3.1-pro-preview,chess,default,64,0.0,64.0,0.001043,0.617,47
gemini-3.1-pro-preview,chess,default,128,0.0,128.0,0.001811,0.617,47
gemini-3.1-pro-preview,chess,default,256,0.0,256.0,0.003347,0.617,47
gemini-3.1-pro-preview,chess,default,512,0.0,512.0,0.006419,0.617,47
