model,benchmark,effort,budget,acc,mean_tokens_used,cost_per_task_usd,full_run_acc,n_samples
claude-fable-5,chess,high,4096,0.08,3903.5,0.196881,0.41,100
claude-fable-5,chess,high,8192,0.15,6764.0,0.339905,0.41,100
claude-fable-5,chess,high,16384,0.26,10736.1,0.538512,0.41,100
claude-fable-5,chess,high,32768,0.37,14562.8,0.729847,0.41,100
claude-fable-5,chess,high,65536,0.4,16013.5,0.80238,0.41,100
claude-fable-5,chess,high,131072,0.41,16031.7,0.803292,0.41,100
claude-fable-5,chess,low,64,0.0,64.0,0.004905,0.28,100
claude-fable-5,chess,low,128,0.0,128.0,0.008105,0.28,100
claude-fable-5,chess,low,256,0.0,256.0,0.014505,0.28,100
claude-fable-5,chess,low,512,0.05,498.9,0.026648,0.28,100
claude-fable-5,chess,low,1024,0.14,882.4,0.045827,0.28,100
claude-fable-5,chess,low,2048,0.21,1329.5,0.068178,0.28,100
claude-fable-5,chess,low,4096,0.26,1624.0,0.082903,0.28,100
claude-fable-5,chess,low,8192,0.28,1778.6,0.090634,0.28,100
claude-fable-5,chess,low,16384,0.28,1795.7,0.09149,0.28,100
claude-fable-5,chess,low,32768,0.28,1795.7,0.09149,0.28,100
claude-fable-5,chess,low,65536,0.28,1795.7,0.09149,0.28,100
claude-fable-5,chess,low,131072,0.28,1795.7,0.09149,0.28,100
claude-fable-5,gpqa,high,64,0.0,58.2,0.005702,0.8333,198
claude-fable-5,gpqa,high,128,0.0,116.1,0.008595,0.8333,198
claude-fable-5,gpqa,high,256,0.0202,230.4,0.014311,0.8333,198
claude-fable-5,gpqa,high,512,0.298,425.5,0.024065,0.8333,198
claude-fable-5,gpqa,high,1024,0.6768,601.4,0.03286,0.8333,198
claude-fable-5,gpqa,high,2048,0.7727,720.1,0.038795,0.8333,198
claude-fable-5,gpqa,high,4096,0.8131,797.3,0.042659,0.8333,198
claude-fable-5,gpqa,high,8192,0.8182,880.1,0.046799,0.8333,198
claude-fable-5,gpqa,high,16384,0.8283,983.4,0.051963,0.8333,198
claude-fable-5,gpqa,high,32768,0.8283,1113.5,0.058467,0.8333,198
claude-fable-5,gpqa,high,65536,0.8333,1264.4,0.066012,0.8333,198
claude-fable-5,gpqa,high,131072,0.8333,1264.4,0.066012,0.8333,198
claude-fable-5,gpqa,low,64,0.1465,51.2,0.005351,0.7879,198
claude-fable-5,gpqa,low,128,0.2879,95.3,0.007555,0.7879,198
claude-fable-5,gpqa,low,256,0.6717,139.5,0.009765,0.7879,198
claude-fable-5,gpqa,low,512,0.7727,154.9,0.010535,0.7879,198
claude-fable-5,gpqa,low,1024,0.7879,160.0,0.010791,0.7879,198
claude-fable-5,gpqa,low,2048,0.7879,160.8,0.010834,0.7879,198
claude-fable-5,gpqa,low,4096,0.7879,160.8,0.010834,0.7879,198
claude-fable-5,gpqa,low,8192,0.7879,160.8,0.010834,0.7879,198
claude-fable-5,gpqa,low,16384,0.7879,160.8,0.010834,0.7879,198
claude-fable-5,gpqa,low,32768,0.7879,160.8,0.010834,0.7879,198
claude-fable-5,gpqa,low,65536,0.7879,160.8,0.010834,0.7879,198
claude-fable-5,gpqa,low,131072,0.7879,160.8,0.010834,0.7879,198
claude-fable-5,gpqa,max,64,0.0,58.0,0.005692,0.8586,198
claude-fable-5,gpqa,max,128,0.0,115.5,0.008569,0.8586,198
claude-fable-5,gpqa,max,256,0.0,230.6,0.014322,0.8586,198
claude-fable-5,gpqa,max,512,0.0051,460.6,0.025822,0.8586,198
claude-fable-5,gpqa,max,1024,0.2273,884.0,0.046991,0.8586,198
claude-fable-5,gpqa,max,2048,0.5808,1346.2,0.070103,0.8586,198
claude-fable-5,gpqa,max,4096,0.7222,1778.9,0.091739,0.8586,198
claude-fable-5,gpqa,max,8192,0.7677,2269.5,0.116269,0.8586,198
claude-fable-5,gpqa,max,16384,0.803,2899.8,0.147784,0.8586,198
claude-fable-5,gpqa,max,32768,0.8333,3606.5,0.183118,0.8586,198
claude-fable-5,gpqa,max,65536,0.8535,4169.6,0.211272,0.8586,198
claude-fable-5,gpqa,max,131072,0.8586,4377.8,0.221684,0.8586,198
claude-haiku-4-5,aime,2K,64,0.0,64.0,0.00055,0.3778,45
claude-haiku-4-5,aime,2K,128,0.0,128.0,0.00087,0.3778,45
claude-haiku-4-5,aime,2K,256,0.0,256.0,0.00151,0.3778,45
claude-haiku-4-5,aime,2K,512,0.0,512.0,0.00279,0.3778,45
claude-haiku-4-5,aime,2K,1024,0.0,1024.0,0.00535,0.3778,45
claude-haiku-4-5,aime,2K,2048,0.0889,2011.0,0.010284,0.3778,45
claude-haiku-4-5,aime,2K,4096,0.3556,2635.0,0.013407,0.3778,45
claude-haiku-4-5,aime,2K,8192,0.3778,2787.0,0.014165,0.3778,45
claude-haiku-4-5,aime,2K,16384,0.3778,2969.0,0.015075,0.3778,45
claude-haiku-4-5,aime,2K,32768,0.3778,2969.0,0.015075,0.3778,45
claude-haiku-4-5,aime,2K,65536,0.3778,2969.0,0.015075,0.3778,45
claude-haiku-4-5,aime,2K,131072,0.3778,2969.0,0.015075,0.3778,45
claude-haiku-4-5,aime,4K,64,0.0,64.0,0.00055,0.4889,45
claude-haiku-4-5,aime,4K,128,0.0,128.0,0.00087,0.4889,45
claude-haiku-4-5,aime,4K,256,0.0,256.0,0.00151,0.4889,45
claude-haiku-4-5,aime,4K,512,0.0,512.0,0.00279,0.4889,45
claude-haiku-4-5,aime,4K,1024,0.0,1024.0,0.00535,0.4889,45
claude-haiku-4-5,aime,4K,2048,0.0222,2044.0,0.010449,0.4889,45
claude-haiku-4-5,aime,4K,4096,0.3778,3635.0,0.018406,0.4889,45
claude-haiku-4-5,aime,4K,8192,0.4889,4203.0,0.021244,0.4889,45
claude-haiku-4-5,aime,4K,16384,0.4889,4306.0,0.021761,0.4889,45
claude-haiku-4-5,aime,4K,32768,0.4889,4306.0,0.021761,0.4889,45
claude-haiku-4-5,aime,4K,65536,0.4889,4306.0,0.021761,0.4889,45
claude-haiku-4-5,aime,4K,131072,0.4889,4306.0,0.021761,0.4889,45
claude-haiku-4-5,aime,default,64,0.0,64.0,0.00055,0.7556,45
claude-haiku-4-5,aime,default,128,0.0,128.0,0.00087,0.7556,45
claude-haiku-4-5,aime,default,256,0.0,256.0,0.00151,0.7556,45
claude-haiku-4-5,aime,default,512,0.0,512.0,0.00279,0.7556,45
claude-haiku-4-5,aime,default,1024,0.0,1024.0,0.00535,0.7556,45
claude-haiku-4-5,aime,default,2048,0.0,2048.0,0.01047,0.7556,45
claude-haiku-4-5,aime,default,4096,0.0222,4056.0,0.020509,0.7556,45
claude-haiku-4-5,aime,default,8192,0.0444,8057.0,0.040517,0.7556,45
claude-haiku-4-5,aime,default,16384,0.4222,14486.0,0.072659,0.7556,45
claude-haiku-4-5,aime,default,32768,0.6889,21083.0,0.105643,0.7556,45
claude-haiku-4-5,aime,default,65536,0.7556,25603.0,0.128243,0.7556,45
claude-haiku-4-5,aime,default,131072,0.7556,25603.0,0.128243,0.7556,45
claude-haiku-4-5,aime,none,64,0.0,64.0,0.000521,0.4,45
claude-haiku-4-5,aime,none,128,0.0,128.0,0.000841,0.4,45
claude-haiku-4-5,aime,none,256,0.0,256.0,0.001481,0.4,45
claude-haiku-4-5,aime,none,512,0.0,512.0,0.002761,0.4,45
claude-haiku-4-5,aime,none,1024,0.0667,1018.0,0.005294,0.4,45
claude-haiku-4-5,aime,none,2048,0.4,1276.0,0.006579,0.4,45
claude-haiku-4-5,aime,none,4096,0.4,1276.0,0.006579,0.4,45
claude-haiku-4-5,aime,none,8192,0.4,1276.0,0.006579,0.4,45
claude-haiku-4-5,aime,none,16384,0.4,1276.0,0.006579,0.4,45
claude-haiku-4-5,aime,none,32768,0.4,1276.0,0.006579,0.4,45
claude-haiku-4-5,aime,none,65536,0.4,1276.0,0.006579,0.4,45
claude-haiku-4-5,aime,none,131072,0.4,1276.0,0.006579,0.4,45
claude-haiku-4-5,chess,2K,64,0.0,64.0,0.000495,0.04,100
claude-haiku-4-5,chess,2K,128,0.0,128.0,0.000815,0.04,100
claude-haiku-4-5,chess,2K,256,0.0,256.0,0.001455,0.04,100
claude-haiku-4-5,chess,2K,512,0.0,512.0,0.002735,0.04,100
claude-haiku-4-5,chess,2K,1024,0.0,1024.0,0.005295,0.04,100
claude-haiku-4-5,chess,2K,2048,0.04,1884.0,0.009594,0.04,100
claude-haiku-4-5,chess,2K,4096,0.04,2107.0,0.010708,0.04,100
claude-haiku-4-5,chess,2K,8192,0.04,2119.0,0.010771,0.04,100
claude-haiku-4-5,chess,2K,16384,0.04,2119.0,0.010771,0.04,100
claude-haiku-4-5,chess,2K,32768,0.04,2119.0,0.010771,0.04,100
claude-haiku-4-5,chess,2K,65536,0.04,2119.0,0.010771,0.04,100
claude-haiku-4-5,chess,2K,131072,0.04,2119.0,0.010771,0.04,100
claude-haiku-4-5,chess,4K,64,0.0,64.0,0.000495,0.04,100
claude-haiku-4-5,chess,4K,128,0.0,128.0,0.000815,0.04,100
claude-haiku-4-5,chess,4K,256,0.0,256.0,0.001455,0.04,100
claude-haiku-4-5,chess,4K,512,0.0,512.0,0.002735,0.04,100
claude-haiku-4-5,chess,4K,1024,0.0,1024.0,0.005295,0.04,100
claude-haiku-4-5,chess,4K,2048,0.01,2002.0,0.010184,0.04,100
claude-haiku-4-5,chess,4K,4096,0.04,2773.0,0.014041,0.04,100
claude-haiku-4-5,chess,4K,8192,0.04,2789.0,0.01412,0.04,100
claude-haiku-4-5,chess,4K,16384,0.04,2789.0,0.01412,0.04,100
claude-haiku-4-5,chess,4K,32768,0.04,2789.0,0.01412,0.04,100
claude-haiku-4-5,chess,4K,65536,0.04,2789.0,0.01412,0.04,100
claude-haiku-4-5,chess,4K,131072,0.04,2789.0,0.01412,0.04,100
claude-haiku-4-5,chess,default,64,0.0,64.0,0.000494,0.0833,60
claude-haiku-4-5,chess,default,128,0.0,128.0,0.000814,0.0833,60
claude-haiku-4-5,chess,default,256,0.0,256.0,0.001454,0.0833,60
claude-haiku-4-5,chess,default,512,0.0,512.0,0.002734,0.0833,60
claude-haiku-4-5,chess,default,1024,0.0,1024.0,0.005294,0.0833,60
claude-haiku-4-5,chess,default,2048,0.0,2048.0,0.010414,0.0833,60
claude-haiku-4-5,chess,default,4096,0.0,4096.0,0.020654,0.0833,60
claude-haiku-4-5,chess,default,8192,0.0,8178.0,0.041063,0.0833,60
claude-haiku-4-5,chess,default,16384,0.05,13771.0,0.069028,0.0833,60
claude-haiku-4-5,chess,default,32768,0.0833,14535.0,0.072847,0.0833,60
claude-haiku-4-5,chess,default,65536,0.0833,14535.0,0.072847,0.0833,60
claude-haiku-4-5,chess,default,131072,0.0833,14535.0,0.072847,0.0833,60
claude-haiku-4-5,chess,none,64,0.0,64.0,0.000466,0.05,100
claude-haiku-4-5,chess,none,128,0.0,128.0,0.000786,0.05,100
claude-haiku-4-5,chess,none,256,0.0,256.0,0.001426,0.05,100
claude-haiku-4-5,chess,none,512,0.0,497.0,0.002632,0.05,100
claude-haiku-4-5,chess,none,1024,0.05,581.0,0.003049,0.05,100
claude-haiku-4-5,chess,none,2048,0.05,581.0,0.003049,0.05,100
claude-haiku-4-5,chess,none,4096,0.05,581.0,0.003049,0.05,100
claude-haiku-4-5,chess,none,8192,0.05,581.0,0.003049,0.05,100
claude-haiku-4-5,chess,none,16384,0.05,581.0,0.003049,0.05,100
claude-haiku-4-5,chess,none,32768,0.05,581.0,0.003049,0.05,100
claude-haiku-4-5,chess,none,65536,0.05,581.0,0.003049,0.05,100
claude-haiku-4-5,chess,none,131072,0.05,581.0,0.003049,0.05,100
claude-haiku-4-5,gpqa,2K,64,0.0,64.0,0.000643,0.6414,198
claude-haiku-4-5,gpqa,2K,128,0.0,128.0,0.000963,0.6414,198
claude-haiku-4-5,gpqa,2K,256,0.0,256.0,0.001603,0.6414,198
claude-haiku-4-5,gpqa,2K,512,0.0,512.0,0.002883,0.6414,198
claude-haiku-4-5,gpqa,2K,1024,0.0707,1015.0,0.005396,0.6414,198
claude-haiku-4-5,gpqa,2K,2048,0.5758,1551.0,0.008081,0.6414,198
claude-haiku-4-5,gpqa,2K,4096,0.6414,1600.0,0.008321,0.6414,198
claude-haiku-4-5,gpqa,2K,8192,0.6414,1620.0,0.008425,0.6414,198
claude-haiku-4-5,gpqa,2K,16384,0.6414,1631.0,0.008477,0.6414,198
claude-haiku-4-5,gpqa,2K,32768,0.6414,1631.0,0.008477,0.6414,198
claude-haiku-4-5,gpqa,2K,65536,0.6414,1631.0,0.008477,0.6414,198
claude-haiku-4-5,gpqa,2K,131072,0.6414,1631.0,0.008477,0.6414,198
claude-haiku-4-5,gpqa,4K,64,0.0,64.0,0.000643,0.6717,198
claude-haiku-4-5,gpqa,4K,128,0.0,128.0,0.000963,0.6717,198
claude-haiku-4-5,gpqa,4K,256,0.0,256.0,0.001603,0.6717,198
claude-haiku-4-5,gpqa,4K,512,0.0,512.0,0.002883,0.6717,198
claude-haiku-4-5,gpqa,4K,1024,0.0303,1020.0,0.005423,0.6717,198
claude-haiku-4-5,gpqa,4K,2048,0.3485,1811.0,0.009379,0.6717,198
claude-haiku-4-5,gpqa,4K,4096,0.6566,2272.0,0.011684,0.6717,198
claude-haiku-4-5,gpqa,4K,8192,0.6717,2300.0,0.011824,0.6717,198
claude-haiku-4-5,gpqa,4K,16384,0.6717,2300.0,0.011824,0.6717,198
claude-haiku-4-5,gpqa,4K,32768,0.6717,2300.0,0.011824,0.6717,198
claude-haiku-4-5,gpqa,4K,65536,0.6717,2300.0,0.011824,0.6717,198
claude-haiku-4-5,gpqa,4K,131072,0.6717,2300.0,0.011824,0.6717,198
claude-haiku-4-5,gpqa,default,64,0.0,64.0,0.000643,0.702,198
claude-haiku-4-5,gpqa,default,128,0.0,128.0,0.000963,0.702,198
claude-haiku-4-5,gpqa,default,256,0.0,256.0,0.001603,0.702,198
claude-haiku-4-5,gpqa,default,512,0.0,512.0,0.002883,0.702,198
claude-haiku-4-5,gpqa,default,1024,0.0051,1024.0,0.005442,0.702,198
claude-haiku-4-5,gpqa,default,2048,0.096,1985.0,0.010251,0.702,198
claude-haiku-4-5,gpqa,default,4096,0.2121,3641.0,0.018528,0.702,198
claude-haiku-4-5,gpqa,default,8192,0.4242,6140.0,0.031022,0.702,198
claude-haiku-4-5,gpqa,default,16384,0.6566,8165.0,0.041149,0.702,198
claude-haiku-4-5,gpqa,default,32768,0.697,8696.0,0.043806,0.702,198
claude-haiku-4-5,gpqa,default,65536,0.702,8834.0,0.044495,0.702,198
claude-haiku-4-5,gpqa,default,131072,0.702,8834.0,0.044495,0.702,198
claude-haiku-4-5,gpqa,none,64,0.0,64.0,0.000614,0.6263,198
claude-haiku-4-5,gpqa,none,128,0.0,128.0,0.000934,0.6263,198
claude-haiku-4-5,gpqa,none,256,0.0,256.0,0.001574,0.6263,198
claude-haiku-4-5,gpqa,none,512,0.1566,498.0,0.002786,0.6263,198
claude-haiku-4-5,gpqa,none,1024,0.6162,690.0,0.003747,0.6263,198
claude-haiku-4-5,gpqa,none,2048,0.6263,702.0,0.003806,0.6263,198
claude-haiku-4-5,gpqa,none,4096,0.6263,713.0,0.003857,0.6263,198
claude-haiku-4-5,gpqa,none,8192,0.6263,733.0,0.003961,0.6263,198
claude-haiku-4-5,gpqa,none,16384,0.6263,733.0,0.003961,0.6263,198
claude-haiku-4-5,gpqa,none,32768,0.6263,733.0,0.003961,0.6263,198
claude-haiku-4-5,gpqa,none,65536,0.6263,733.0,0.003961,0.6263,198
claude-haiku-4-5,gpqa,none,131072,0.6263,733.0,0.003961,0.6263,198
claude-opus-4-1,aime,16K,64,0.0,64.0,0.008238,0.6444,45
claude-opus-4-1,aime,16K,128,0.0,128.0,0.013038,0.6444,45
claude-opus-4-1,aime,16K,256,0.0,256.0,0.022638,0.6444,45
claude-opus-4-1,aime,16K,512,0.0,512.0,0.041838,0.6444,45
claude-opus-4-1,aime,16K,1024,0.0,1024.0,0.080238,0.6444,45
claude-opus-4-1,aime,16K,2048,0.0222,2046.0,0.156878,0.6444,45
claude-opus-4-1,aime,16K,4096,0.1111,3905.0,0.296288,0.6444,45
claude-opus-4-1,aime,16K,8192,0.4,6963.0,0.525673,0.6444,45
claude-opus-4-1,aime,16K,16384,0.5333,10233.0,0.770918,0.6444,45
claude-opus-4-1,aime,16K,32768,0.6444,10888.0,0.820001,0.6444,45
claude-opus-4-1,aime,16K,65536,0.6444,10888.0,0.820001,0.6444,45
claude-opus-4-1,aime,16K,131072,0.6444,10888.0,0.820001,0.6444,45
claude-opus-4-1,aime,27K,64,0.0,64.0,0.008238,0.6889,45
claude-opus-4-1,aime,27K,128,0.0,128.0,0.013038,0.6889,45
claude-opus-4-1,aime,27K,256,0.0,256.0,0.022638,0.6889,45
claude-opus-4-1,aime,27K,512,0.0,512.0,0.041838,0.6889,45
claude-opus-4-1,aime,27K,1024,0.0,1024.0,0.080238,0.6889,45
claude-opus-4-1,aime,27K,2048,0.0222,2044.0,0.156773,0.6889,45
claude-opus-4-1,aime,27K,4096,0.0444,4030.0,0.305669,0.6889,45
claude-opus-4-1,aime,27K,8192,0.2667,7723.0,0.582691,0.6889,45
claude-opus-4-1,aime,27K,16384,0.5556,12046.0,0.906894,0.6889,45
claude-opus-4-1,aime,27K,32768,0.6889,14752.0,1.109873,0.6889,45
claude-opus-4-1,aime,27K,65536,0.6889,14752.0,1.109873,0.6889,45
claude-opus-4-1,aime,27K,131072,0.6889,14752.0,1.109873,0.6889,45
claude-opus-4-1,aime,default,64,0.0,64.0,0.007818,0.4,45
claude-opus-4-1,aime,default,128,0.0,128.0,0.012618,0.4,45
claude-opus-4-1,aime,default,256,0.0,256.0,0.022218,0.4,45
claude-opus-4-1,aime,default,512,0.0,512.0,0.041418,0.4,45
claude-opus-4-1,aime,default,1024,0.1111,1008.0,0.078649,0.4,45
claude-opus-4-1,aime,default,2048,0.3778,1330.0,0.102796,0.4,45
claude-opus-4-1,aime,default,4096,0.4,1334.0,0.103058,0.4,45
claude-opus-4-1,aime,default,8192,0.4,1334.0,0.103058,0.4,45
claude-opus-4-1,aime,default,16384,0.4,1334.0,0.103058,0.4,45
claude-opus-4-1,aime,default,32768,0.4,1334.0,0.103058,0.4,45
claude-opus-4-1,aime,default,65536,0.4,1334.0,0.103058,0.4,45
claude-opus-4-1,aime,default,131072,0.4,1334.0,0.103058,0.4,45
claude-opus-4-1,chess,default,64,0.0,64.0,0.006991,0.07,100
claude-opus-4-1,chess,default,128,0.0,128.0,0.011791,0.07,100
claude-opus-4-1,chess,default,256,0.0,256.0,0.021391,0.07,100
claude-opus-4-1,chess,default,512,0.02,483.0,0.0384,0.07,100
claude-opus-4-1,chess,default,1024,0.07,527.0,0.041742,0.07,100
claude-opus-4-1,chess,default,2048,0.07,527.0,0.041742,0.07,100
claude-opus-4-1,chess,default,4096,0.07,527.0,0.041742,0.07,100
claude-opus-4-1,chess,default,8192,0.07,527.0,0.041742,0.07,100
claude-opus-4-1,chess,default,16384,0.07,527.0,0.041742,0.07,100
claude-opus-4-1,chess,default,32768,0.07,527.0,0.041742,0.07,100
claude-opus-4-1,chess,default,65536,0.07,527.0,0.041742,0.07,100
claude-opus-4-1,chess,default,131072,0.07,527.0,0.041742,0.07,100
claude-opus-4-1,gpqa,16K,64,0.0,63.0,0.009561,0.7727,198
claude-opus-4-1,gpqa,16K,128,0.0,125.0,0.014264,0.7727,198
claude-opus-4-1,gpqa,16K,256,0.0,251.0,0.02367,0.7727,198
claude-opus-4-1,gpqa,16K,512,0.0,502.0,0.042482,0.7727,198
claude-opus-4-1,gpqa,16K,1024,0.0859,987.0,0.078892,0.7727,198
claude-opus-4-1,gpqa,16K,2048,0.4242,1687.0,0.131362,0.7727,198
claude-opus-4-1,gpqa,16K,4096,0.7273,2196.0,0.169584,0.7727,198
claude-opus-4-1,gpqa,16K,8192,0.7727,2319.0,0.178744,0.7727,198
claude-opus-4-1,gpqa,16K,16384,0.7727,2338.0,0.180176,0.7727,198
claude-opus-4-1,gpqa,16K,32768,0.7727,2338.0,0.180176,0.7727,198
claude-opus-4-1,gpqa,16K,65536,0.7727,2338.0,0.180176,0.7727,198
claude-opus-4-1,gpqa,16K,131072,0.7727,2338.0,0.180176,0.7727,198
claude-opus-4-1,gpqa,27K,64,0.0,63.0,0.00956,0.7677,198
claude-opus-4-1,gpqa,27K,128,0.0,125.0,0.014263,0.7677,198
claude-opus-4-1,gpqa,27K,256,0.0,251.0,0.023669,0.7677,198
claude-opus-4-1,gpqa,27K,512,0.0,502.0,0.042481,0.7677,198
claude-opus-4-1,gpqa,27K,1024,0.0657,994.0,0.079379,0.7677,198
claude-opus-4-1,gpqa,27K,2048,0.2929,1800.0,0.139826,0.7677,198
claude-opus-4-1,gpqa,27K,4096,0.5152,2842.0,0.218027,0.7677,198
claude-opus-4-1,gpqa,27K,8192,0.7374,3606.0,0.275328,0.7677,198
claude-opus-4-1,gpqa,27K,16384,0.7677,3662.0,0.279481,0.7677,198
claude-opus-4-1,gpqa,27K,32768,0.7677,3662.0,0.279481,0.7677,198
claude-opus-4-1,gpqa,27K,65536,0.7677,3662.0,0.279481,0.7677,198
claude-opus-4-1,gpqa,27K,131072,0.7677,3662.0,0.279481,0.7677,198
claude-opus-4-1,gpqa,default,64,0.0,63.0,0.009139,0.7323,198
claude-opus-4-1,gpqa,default,128,0.0,125.0,0.013842,0.7323,198
claude-opus-4-1,gpqa,default,256,0.0,251.0,0.023248,0.7323,198
claude-opus-4-1,gpqa,default,512,0.1818,486.0,0.040855,0.7323,198
claude-opus-4-1,gpqa,default,1024,0.6616,646.0,0.052917,0.7323,198
claude-opus-4-1,gpqa,default,2048,0.7323,659.0,0.05388,0.7323,198
claude-opus-4-1,gpqa,default,4096,0.7323,659.0,0.05388,0.7323,198
claude-opus-4-1,gpqa,default,8192,0.7323,659.0,0.05388,0.7323,198
claude-opus-4-1,gpqa,default,16384,0.7323,659.0,0.05388,0.7323,198
claude-opus-4-1,gpqa,default,32768,0.7323,659.0,0.05388,0.7323,198
claude-opus-4-1,gpqa,default,65536,0.7323,659.0,0.05388,0.7323,198
claude-opus-4-1,gpqa,default,131072,0.7323,659.0,0.05388,0.7323,198
claude-opus-4-5,aime,16K,64,0.0,64.0,0.002751,0.8167,360
claude-opus-4-5,aime,16K,128,0.0,128.0,0.004351,0.8167,360
claude-opus-4-5,aime,16K,256,0.0,256.0,0.007551,0.8167,360
claude-opus-4-5,aime,16K,512,0.0,512.0,0.013951,0.8167,360
claude-opus-4-5,aime,16K,1024,0.0,1024.0,0.026751,0.8167,360
claude-opus-4-5,aime,16K,2048,0.0056,2047.0,0.052328,0.8167,360
claude-opus-4-5,aime,16K,4096,0.0389,4052.0,0.10246,0.8167,360
claude-opus-4-5,aime,16K,8192,0.2389,7694.0,0.193508,0.8167,360
claude-opus-4-5,aime,16K,16384,0.7806,10935.0,0.274532,0.8167,360
claude-opus-4-5,aime,16K,32768,0.8167,11179.0,0.280628,0.8167,360
claude-opus-4-5,aime,16K,65536,0.8167,11179.0,0.280628,0.8167,360
claude-opus-4-5,aime,16K,131072,0.8167,11179.0,0.280628,0.8167,360
claude-opus-4-5,aime,32K,64,0.0,64.0,0.002751,0.8611,360
claude-opus-4-5,aime,32K,128,0.0,128.0,0.004351,0.8611,360
claude-opus-4-5,aime,32K,256,0.0,256.0,0.007551,0.8611,360
claude-opus-4-5,aime,32K,512,0.0,512.0,0.013951,0.8611,360
claude-opus-4-5,aime,32K,1024,0.0,1024.0,0.026751,0.8611,360
claude-opus-4-5,aime,32K,2048,0.0028,2047.0,0.052334,0.8611,360
claude-opus-4-5,aime,32K,4096,0.05,4056.0,0.102547,0.8611,360
claude-opus-4-5,aime,32K,8192,0.1639,7712.0,0.193957,0.8611,360
claude-opus-4-5,aime,32K,16384,0.5306,13192.0,0.33096,0.8611,360
claude-opus-4-5,aime,32K,32768,0.8417,17047.0,0.427322,0.8611,360
claude-opus-4-5,aime,32K,65536,0.8611,17523.0,0.439233,0.8611,360
claude-opus-4-5,aime,32K,131072,0.8611,17523.0,0.439233,0.8611,360
claude-opus-4-5,aime,default,64,0.0,64.0,0.002606,0.4806,360
claude-opus-4-5,aime,default,128,0.0,128.0,0.004206,0.4806,360
claude-opus-4-5,aime,default,256,0.0,256.0,0.007406,0.4806,360
claude-opus-4-5,aime,default,512,0.0,512.0,0.013806,0.4806,360
claude-opus-4-5,aime,default,1024,0.1694,991.0,0.02578,0.4806,360
claude-opus-4-5,aime,default,2048,0.4806,1194.0,0.030853,0.4806,360
claude-opus-4-5,aime,default,4096,0.4806,1194.0,0.030853,0.4806,360
claude-opus-4-5,aime,default,8192,0.4806,1194.0,0.030853,0.4806,360
claude-opus-4-5,aime,default,16384,0.4806,1194.0,0.030853,0.4806,360
claude-opus-4-5,aime,default,32768,0.4806,1194.0,0.030853,0.4806,360
claude-opus-4-5,aime,default,65536,0.4806,1194.0,0.030853,0.4806,360
claude-opus-4-5,aime,default,131072,0.4806,1194.0,0.030853,0.4806,360
claude-opus-4-5,chess,32K,64,0.0,64.0,0.002475,0.12,100
claude-opus-4-5,chess,32K,128,0.0,128.0,0.004075,0.12,100
claude-opus-4-5,chess,32K,256,0.0,256.0,0.007275,0.12,100
claude-opus-4-5,chess,32K,512,0.0,512.0,0.013675,0.12,100
claude-opus-4-5,chess,32K,1024,0.0,1024.0,0.026475,0.12,100
claude-opus-4-5,chess,32K,2048,0.0,2048.0,0.052075,0.12,100
claude-opus-4-5,chess,32K,4096,0.0,4096.0,0.103275,0.12,100
claude-opus-4-5,chess,32K,8192,0.01,8150.0,0.204613,0.12,100
claude-opus-4-5,chess,32K,16384,0.04,14968.0,0.375087,0.12,100
claude-opus-4-5,chess,32K,32768,0.12,17744.0,0.444471,0.12,100
claude-opus-4-5,chess,32K,65536,0.12,17744.0,0.444471,0.12,100
claude-opus-4-5,chess,32K,131072,0.12,17744.0,0.444471,0.12,100
claude-opus-4-5,gpqa,16K,64,0.0,64.0,0.003222,0.8548,1584
claude-opus-4-5,gpqa,16K,128,0.0,128.0,0.004822,0.8548,1584
claude-opus-4-5,gpqa,16K,256,0.0,256.0,0.008022,0.8548,1584
claude-opus-4-5,gpqa,16K,512,0.0,512.0,0.014422,0.8548,1584
claude-opus-4-5,gpqa,16K,1024,0.0139,1023.0,0.027192,0.8548,1584
claude-opus-4-5,gpqa,16K,2048,0.2096,1925.0,0.049742,0.8548,1584
claude-opus-4-5,gpqa,16K,4096,0.3573,3330.0,0.084884,0.8548,1584
claude-opus-4-5,gpqa,16K,8192,0.721,5107.0,0.129306,0.8548,1584
claude-opus-4-5,gpqa,16K,16384,0.8542,5595.0,0.14151,0.8548,1584
claude-opus-4-5,gpqa,16K,32768,0.8548,5596.0,0.141524,0.8548,1584
claude-opus-4-5,gpqa,16K,65536,0.8548,5596.0,0.141524,0.8548,1584
claude-opus-4-5,gpqa,16K,131072,0.8548,5596.0,0.141524,0.8548,1584
claude-opus-4-5,gpqa,32K,64,0.0,64.0,0.003222,0.8605,1584
claude-opus-4-5,gpqa,32K,128,0.0,128.0,0.004822,0.8605,1584
claude-opus-4-5,gpqa,32K,256,0.0,256.0,0.008022,0.8605,1584
claude-opus-4-5,gpqa,32K,512,0.0,512.0,0.014422,0.8605,1584
claude-opus-4-5,gpqa,32K,1024,0.0126,1022.0,0.027183,0.8605,1584
claude-opus-4-5,gpqa,32K,2048,0.1938,1938.0,0.050062,0.8605,1584
claude-opus-4-5,gpqa,32K,4096,0.3529,3359.0,0.085609,0.8605,1584
claude-opus-4-5,gpqa,32K,8192,0.529,5608.0,0.141814,0.8605,1584
